short_name,age,overall,value_eur,wage_eur,pace,shooting,passing,defending
M. Taremi,29.0,81.0,25500000.0,22000.0,77.0,80.0,74.0,38.0
Pedro Porro,22.0,81.0,38500000.0,15000.0,82.0,71.0,75.0,75.0
Rodrygo,21.0,81.0,52500000.0,130000.0,88.0,76.0,74.0,32.0
E. Tapsoba,23.0,81.0,35000000.0,49000.0,70.0,54.0,65.0,83.0
D. Kulusevski,22.0,81.0,41500000.0,105000.0,78.0,77.0,79.0,56.0
Bruno GuimarÃ£es,24.0,81.0,38500000.0,88000.0,69.0,67.0,79.0,76.0
J. Gvardiol,20.0,81.0,53000000.0,41000.0,82.0,54.0,69.0,80.0
J. Musiala,19.0,81.0,55500000.0,39000.0,76.0,73.0,75.0,63.0
H. Herrera,32.0,80.0,16500000.0,12000.0,66.0,75.0,76.0,76.0
RaÃºl GarcÃ­a,35.0,80.0,9000000.0,28000.0,35.0,83.0,82.0,59.0
JosÃ© Fonte,38.0,80.0,3800000.0,26000.0,31.0,46.0,62.0,82.0
M. HamÅ¡Ã­k,34.0,80.0,9500000.0,45000.0,64.0,77.0,82.0,71.0
A. Candreva,35.0,80.0,8500000.0,20000.0,70.0,79.0,80.0,61.0
Joselu,32.0,80.0,17000000.0,27000.0,63.0,81.0,69.0,31.0
E. Capoue,33.0,80.0,13000000.0,39000.0,53.0,73.0,78.0,79.0
G. Wijnaldum,31.0,80.0,17500000.0,83000.0,69.0,71.0,77.0,77.0
M. Kruse,34.0,80.0,10500000.0,58000.0,51.0,81.0,81.0,40.0
M. Darmian,32.0,80.0,14500000.0,63000.0,71.0,59.0,70.0,81.0
F. Coquelin,31.0,80.0,17500000.0,39000.0,68.0,68.0,78.0,78.0
D. Blind,32.0,80.0,13500000.0,20000.0,42.0,62.0,82.0,81.0
Alex Sandro,31.0,80.0,15500000.0,95000.0,76.0,65.0,73.0,76.0
A. Delort,30.0,80.0,20500000.0,55000.0,82.0,81.0,72.0,37.0
K. Kampl,31.0,80.0,17500000.0,58000.0,69.0,66.0,81.0,62.0
Jonathan Viera,32.0,80.0,16500000.0,14000.0,80.0,75.0,79.0,63.0
C. ArÃ¡nguiz,33.0,80.0,10500000.0,53000.0,46.0,71.0,79.0,76.0
Danilo,30.0,80.0,18000000.0,95000.0,72.0,67.0,73.0,81.0
Sergi Roberto,30.0,80.0,18000000.0,125000.0,74.0,63.0,79.0,75.0
Allan,31.0,80.0,15000000.0,46000.0,70.0,69.0,73.0,79.0
H. Vanaken,29.0,80.0,20500000.0,34000.0,44.0,79.0,81.0,59.0
Danilo Pereira,30.0,80.0,17500000.0,76000.0,56.0,63.0,70.0,79.0
Lucas Moura,29.0,80.0,20500000.0,105000.0,89.0,77.0,70.0,46.0
Morata,29.0,80.0,21000000.0,66000.0,80.0,78.0,72.0,31.0
C. Biraghi,29.0,80.0,18500000.0,58000.0,76.0,69.0,78.0,77.0
R. Freuler,30.0,80.0,20000000.0,72000.0,68.0,71.0,75.0,75.0
E. Dier,28.0,80.0,20000000.0,90000.0,54.0,64.0,70.0,80.0
Deulofeu,28.0,80.0,21500000.0,26000.0,90.0,79.0,75.0,30.0
T. Hazard,29.0,80.0,20500000.0,54000.0,75.0,76.0,79.0,53.0
K. Zouma,27.0,80.0,22500000.0,70000.0,62.0,51.0,62.0,80.0
M. Sabitzer,28.0,80.0,21000000.0,67000.0,72.0,81.0,79.0,66.0
L. Shaw,26.0,80.0,22500000.0,105000.0,76.0,54.0,78.0,79.0
M. Arnold,28.0,80.0,20500000.0,51000.0,65.0,80.0,78.0,76.0
L. Paredes,28.0,80.0,18500000.0,79000.0,64.0,71.0,82.0,76.0
William Carvalho,30.0,80.0,17500000.0,28000.0,35.0,65.0,77.0,75.0
B. Cristante,27.0,80.0,23000000.0,63000.0,54.0,73.0,77.0,77.0
SaÃºl,27.0,80.0,24000000.0,58000.0,69.0,76.0,77.0,78.0
M. de Roon,31.0,80.0,15000000.0,51000.0,70.0,68.0,70.0,82.0
A. Belotti,28.0,80.0,21500000.0,78000.0,74.0,80.0,58.0,38.0
Fred,29.0,80.0,20500000.0,120000.0,76.0,67.0,79.0,75.0
C. GÃ¼nter,29.0,80.0,18500000.0,34000.0,80.0,58.0,71.0,75.0
A. Rabiot,27.0,80.0,24000000.0,105000.0,75.0,73.0,76.0,76.0
A. Romagnoli,27.0,80.0,19500000.0,51000.0,66.0,40.0,55.0,83.0
Carles Gil,29.0,80.0,20500000.0,13000.0,71.0,70.0,81.0,39.0
A. Martial,26.0,80.0,28000000.0,125000.0,83.0,79.0,72.0,35.0
M. DembÃ©lÃ©,25.0,80.0,28500000.0,73000.0,72.0,79.0,64.0,30.0
Alex Telles,29.0,80.0,18500000.0,110000.0,79.0,74.0,81.0,75.0
S. Azmoun,27.0,80.0,24500000.0,63000.0,78.0,77.0,70.0,40.0
J. Correa,27.0,80.0,23000000.0,75000.0,84.0,75.0,76.0,39.0
Morales,34.0,80.0,10000000.0,39000.0,83.0,81.0,74.0,52.0
Ãlex Moreno,29.0,80.0,18500000.0,29000.0,88.0,68.0,73.0,75.0
M. Dahoud,26.0,80.0,26000000.0,52000.0,70.0,69.0,77.0,67.0
H. TraorÃ©,30.0,80.0,18000000.0,50000.0,83.0,57.0,72.0,75.0
A. RebiÄ‡,28.0,80.0,21000000.0,78000.0,86.0,80.0,74.0,48.0
H. Hateboer,28.0,80.0,19000000.0,53000.0,82.0,64.0,71.0,77.0
D. Calvert-Lewin,25.0,80.0,29500000.0,52000.0,81.0,77.0,64.0,39.0
V. LindelÃ¶f,27.0,80.0,21000000.0,105000.0,59.0,51.0,72.0,82.0
L. Klostermann,26.0,80.0,23000000.0,53000.0,86.0,50.0,64.0,82.0
R. Karsdorp,27.0,80.0,22000000.0,63000.0,85.0,63.0,74.0,75.0
Joan JordÃ¡n,27.0,80.0,22500000.0,33000.0,59.0,75.0,81.0,68.0
J. Bowen,25.0,80.0,28000000.0,73000.0,78.0,77.0,75.0,44.0
Ãlex Berenguer,26.0,80.0,23000000.0,33000.0,81.0,76.0,76.0,64.0
S. Bergwijn,24.0,80.0,32000000.0,21000.0,86.0,78.0,75.0,42.0
E. BuendÃ­a,25.0,80.0,26500000.0,84000.0,71.0,74.0,81.0,66.0
G. Scamacca,23.0,80.0,33500000.0,73000.0,73.0,80.0,66.0,36.0
NÃ©lson Semedo,28.0,80.0,19000000.0,84000.0,83.0,57.0,69.0,75.0
Yeray,27.0,80.0,22500000.0,31000.0,65.0,49.0,63.0,82.0
D. Calabria,25.0,80.0,25500000.0,60000.0,79.0,57.0,70.0,79.0
Mario Hermoso,27.0,80.0,22500000.0,53000.0,75.0,49.0,73.0,81.0
D. Sow,25.0,80.0,26500000.0,34000.0,77.0,69.0,77.0,77.0
A. Wan-Bissaka,24.0,80.0,26500000.0,90000.0,82.0,50.0,66.0,78.0
L. Bailey,24.0,80.0,29000000.0,77000.0,92.0,78.0,74.0,33.0
Maikel Catarino,26.0,80.0,21000000.0,34000.0,76.0,51.0,70.0,77.0
Laure Santeiro,22.0,80.0,25000000.0,27000.0,80.0,72.0,77.0,26.0
Tony Abranjes,34.0,80.0,7000000.0,32000.0,67.0,39.0,55.0,81.0
Arthur,25.0,80.0,26500000.0,100000.0,71.0,65.0,80.0,72.0
Renato Sanches,24.0,80.0,31500000.0,72000.0,83.0,74.0,77.0,72.0
Javi GalÃ¡n,27.0,80.0,20500000.0,28000.0,78.0,55.0,74.0,75.0
M. Arambarri,26.0,80.0,28000000.0,32000.0,61.0,64.0,73.0,78.0
D. Kamada,25.0,80.0,26500000.0,34000.0,74.0,68.0,79.0,46.0
X. Schlager,24.0,80.0,27500000.0,46000.0,67.0,70.0,73.0,73.0
L. Sinisterra,23.0,80.0,33500000.0,48000.0,89.0,73.0,72.0,53.0
A. Isak,22.0,80.0,33000000.0,90000.0,83.0,79.0,68.0,29.0
H. Barnes,24.0,80.0,29000000.0,77000.0,86.0,77.0,75.0,45.0
F. Neuhaus,25.0,80.0,29000000.0,34000.0,68.0,73.0,79.0,66.0
Y. En-Nesyri,25.0,80.0,31500000.0,35000.0,78.0,80.0,59.0,35.0
E. Ãlvarez,24.0,80.0,27500000.0,17000.0,71.0,57.0,67.0,82.0
M. Guendouzi,23.0,80.0,33000000.0,41000.0,73.0,66.0,79.0,77.0
B. Kamara,22.0,80.0,31000000.0,69000.0,70.0,54.0,71.0,80.0
S. McTominay,25.0,80.0,25000000.0,100000.0,63.0,74.0,74.0,78.0
N. MilenkoviÄ‡,24.0,80.0,29000000.0,48000.0,64.0,45.0,62.0,81.0
W. McKennie,23.0,80.0,31500000.0,90000.0,82.0,74.0,76.0,78.0
J. Clauss,29.0,80.0,18500000.0,45000.0,84.0,69.0,76.0,69.0
E. Smith Rowe,21.0,80.0,43000000.0,65000.0,78.0,71.0,76.0,32.0
T. Koopmeiners,24.0,80.0,30000000.0,49000.0,70.0,72.0,80.0,76.0
N. GonzÃ¡lez,24.0,80.0,32000000.0,58000.0,87.0,73.0,73.0,45.0
R. Baku,24.0,80.0,30000000.0,46000.0,82.0,73.0,73.0,70.0
W. Saliba,21.0,80.0,40000000.0,58000.0,78.0,39.0,67.0,80.0
L. Majer,24.0,80.0,31500000.0,47000.0,69.0,73.0,81.0,60.0
A. Rrahmani,28.0,80.0,18000000.0,57000.0,61.0,51.0,58.0,82.0
V. Tsygankov,24.0,80.0,32000000.0,1000.0,85.0,74.0,78.0,46.0
V. Coufal,29.0,80.0,18500000.0,73000.0,73.0,56.0,73.0,78.0
N. Aguerd,26.0,80.0,24500000.0,70000.0,73.0,50.0,64.0,80.0
ReguilÃ³n,25.0,80.0,25500000.0,82000.0,83.0,57.0,74.0,77.0
Renan Lodi,24.0,80.0,29500000.0,46000.0,83.0,68.0,76.0,74.0
J. Timber,21.0,80.0,44500000.0,14000.0,82.0,47.0,67.0,81.0
S. Botman,22.0,80.0,31000000.0,74000.0,58.0,37.0,60.0,80.0
Nuno Mendes,20.0,80.0,44000000.0,54000.0,89.0,57.0,73.0,74.0
J. Frimpong,21.0,80.0,31500000.0,38000.0,94.0,54.0,73.0,72.0
J. Evans,34.0,79.0,5500000.0,76000.0,50.0,32.0,60.0,82.0
E. Lamela,30.0,79.0,17000000.0,34000.0,68.0,77.0,79.0,53.0
D. Wass,33.0,79.0,11000000.0,20000.0,73.0,77.0,80.0,75.0
Ã“. Trejo,34.0,79.0,8000000.0,25000.0,68.0,76.0,78.0,71.0
A. Witsel,33.0,79.0,8500000.0,51000.0,34.0,63.0,79.0,78.0
J. HernÃ¡ndez,34.0,79.0,8500000.0,13000.0,72.0,77.0,64.0,31.0
A. Modeste,34.0,79.0,8500000.0,53000.0,69.0,78.0,63.0,35.0
A. Ogbonna,34.0,79.0,5500000.0,66000.0,49.0,40.0,60.0,82.0
J. Boateng,33.0,79.0,8500000.0,60000.0,47.0,49.0,73.0,80.0
A. SÃ¡nchez,33.0,79.0,11000000.0,48000.0,72.0,77.0,78.0,43.0
L. Stindl,33.0,79.0,11000000.0,34000.0,55.0,79.0,79.0,60.0
M. Lanzini,29.0,79.0,17000000.0,75000.0,69.0,73.0,79.0,41.0
Pedro,34.0,79.0,8000000.0,57000.0,73.0,74.0,76.0,36.0
L. de Jong,31.0,79.0,15000000.0,24000.0,48.0,78.0,71.0,46.0
B. AndrÃ©,31.0,79.0,12500000.0,35000.0,65.0,64.0,73.0,78.0
M. Antonio,32.0,79.0,14000000.0,79000.0,82.0,75.0,73.0,55.0
N. MatiÄ‡,33.0,79.0,8500000.0,60000.0,38.0,67.0,76.0,78.0
Ander Herrera,32.0,79.0,14000000.0,78000.0,61.0,71.0,77.0,78.0
Marcos Alonso,31.0,79.0,12500000.0,115000.0,53.0,74.0,80.0,77.0
N. Gudelj,30.0,79.0,14500000.0,29000.0,54.0,70.0,79.0,74.0
D. Ings,29.0,79.0,17500000.0,95000.0,72.0,82.0,70.0,45.0
Y. Rakitskyi,32.0,79.0,11500000.0,25000.0,68.0,67.0,76.0,79.0
C. Wilson,30.0,79.0,17000000.0,95000.0,81.0,78.0,66.0,42.0
N. Lodeiro,33.0,79.0,11000000.0,12000.0,69.0,73.0,80.0,49.0
Juanmi,29.0,79.0,17000000.0,30000.0,76.0,80.0,72.0,31.0
SÃ©rgio Oliveira,30.0,79.0,17000000.0,70000.0,58.0,78.0,82.0,71.0
JoÃ£o Pedro,30.0,79.0,17000000.0,77000.0,81.0,78.0,77.0,41.0
G. Xhaka,29.0,79.0,15000000.0,80000.0,49.0,64.0,79.0,69.0
L. Dunk,30.0,79.0,14500000.0,65000.0,44.0,51.0,62.0,80.0
Ismaily,32.0,79.0,12000000.0,35000.0,82.0,64.0,74.0,74.0
J. Veretout,29.0,79.0,15000000.0,42000.0,76.0,75.0,76.0,76.0
Felipe Anderson,29.0,79.0,17000000.0,60000.0,85.0,75.0,77.0,55.0
C. Coady,29.0,79.0,14500000.0,80000.0,47.0,57.0,75.0,79.0
J. Draxler,28.0,79.0,17500000.0,88000.0,72.0,76.0,80.0,58.0
Suso,28.0,79.0,17500000.0,36000.0,73.0,76.0,80.0,32.0
J. Tarkowski,29.0,79.0,14500000.0,45000.0,55.0,45.0,65.0,81.0
K. Bellarabi,32.0,79.0,14000000.0,55000.0,86.0,75.0,72.0,39.0
D. Klaassen,29.0,79.0,17000000.0,21000.0,68.0,80.0,74.0,73.0
A. Florenzi,31.0,79.0,12500000.0,60000.0,76.0,77.0,79.0,74.0
HÃ©ctor BellerÃ­n,27.0,79.0,18500000.0,115000.0,81.0,51.0,70.0,75.0
A. Milik,28.0,79.0,18000000.0,50000.0,61.0,82.0,69.0,39.0
Denis SuÃ¡rez,28.0,79.0,17500000.0,30000.0,72.0,72.0,81.0,64.0
S. Umtiti,28.0,79.0,15000000.0,125000.0,63.0,62.0,68.0,79.0
B. Davies,29.0,79.0,14500000.0,85000.0,67.0,58.0,72.0,80.0
Manu Trigueros,30.0,79.0,17000000.0,37000.0,50.0,73.0,78.0,72.0
L. Trossard,27.0,79.0,18500000.0,71000.0,82.0,78.0,76.0,30.0
M. Keane,29.0,79.0,16000000.0,45000.0,52.0,49.0,63.0,80.0
A. DoucourÃ©,29.0,79.0,17000000.0,49000.0,67.0,76.0,74.0,78.0
B. Djimsiti,29.0,79.0,14500000.0,51000.0,71.0,39.0,59.0,82.0
A. Januzaj,27.0,79.0,18500000.0,34000.0,77.0,72.0,79.0,30.0
Clinton Mata,29.0,79.0,15500000.0,30000.0,83.0,61.0,68.0,78.0
R. Ghezzal,30.0,79.0,17000000.0,61000.0,72.0,72.0,82.0,28.0
Jonny,28.0,79.0,16000000.0,80000.0,74.0,54.0,71.0,78.0
J. McGinn,27.0,79.0,20000000.0,83000.0,69.0,74.0,76.0,73.0
C. Mbemba,27.0,79.0,18500000.0,40000.0,72.0,50.0,56.0,80.0
RubÃ©n GarcÃ­a,28.0,79.0,17500000.0,35000.0,77.0,76.0,79.0,45.0
N. Stanciu,29.0,79.0,17000000.0,26000.0,74.0,75.0,81.0,62.0
P. Onuachu,28.0,79.0,18000000.0,24000.0,70.0,78.0,62.0,45.0
F. Bernardeschi,28.0,79.0,17500000.0,12000.0,77.0,71.0,79.0,62.0
JoÃ£o MÃ¡rio,29.0,79.0,17000000.0,18000.0,70.0,69.0,81.0,65.0
Adama TraorÃ©,26.0,79.0,20500000.0,90000.0,96.0,65.0,68.0,38.0
L. ZelarayÃ¡n,30.0,79.0,17000000.0,12000.0,71.0,76.0,78.0,46.0
D. Zappacosta,30.0,79.0,15000000.0,48000.0,78.0,66.0,73.0,75.0
D. DjenÃ©,30.0,79.0,14500000.0,30000.0,67.0,38.0,62.0,79.0
L. Ajorque,28.0,79.0,18000000.0,36000.0,73.0,79.0,61.0,43.0
Munir,26.0,79.0,19000000.0,33000.0,77.0,78.0,75.0,35.0
M. Zaccagni,27.0,79.0,18500000.0,57000.0,82.0,73.0,74.0,57.0
R. Tapia,26.0,79.0,19500000.0,26000.0,68.0,66.0,71.0,79.0
D. SÃ¡nchez,26.0,79.0,18000000.0,81000.0,75.0,47.0,55.0,79.0
D. van de Beek,25.0,79.0,25500000.0,105000.0,67.0,77.0,76.0,72.0
J. Weigl,26.0,79.0,20500000.0,17000.0,59.0,64.0,75.0,79.0
W. Weghorst,29.0,79.0,17500000.0,59000.0,60.0,77.0,60.0,52.0
A. MaruÅ¡iÄ‡,29.0,79.0,15500000.0,51000.0,84.0,66.0,67.0,75.0
E. Skhiri,27.0,79.0,18000000.0,31000.0,68.0,72.0,71.0,79.0
David GarcÃ­a,28.0,79.0,17500000.0,32000.0,61.0,37.0,65.0,80.0
A. Golovin,26.0,79.0,20500000.0,55000.0,77.0,72.0,78.0,60.0
N. PÃ©pÃ©,27.0,79.0,18500000.0,83000.0,88.0,77.0,74.0,36.0
N. Mukiele,24.0,79.0,23500000.0,61000.0,78.0,49.0,68.0,81.0
Pablo Fornals,26.0,79.0,21500000.0,72000.0,67.0,74.0,79.0,69.0
B. Pavard,26.0,79.0,20000000.0,56000.0,66.0,55.0,72.0,81.0
M. Cash,24.0,79.0,24500000.0,65000.0,80.0,67.0,71.0,74.0
R. Bentancur,25.0,79.0,24500000.0,85000.0,67.0,62.0,79.0,78.0
E. Konsa,24.0,79.0,32500000.0,65000.0,78.0,39.0,62.0,80.0
O. Zinchenko,25.0,79.0,21500000.0,73000.0,68.0,65.0,80.0,77.0
E. Ãvila,28.0,79.0,18000000.0,38000.0,80.0,80.0,65.0,44.0
Diego Essler,22.0,79.0,19000000.0,32000.0,89.0,58.0,70.0,74.0
Adnan Vidual,30.0,79.0,15000000.0,30000.0,83.0,52.0,70.0,76.0
Jorge AndrÃ£o,26.0,79.0,17000000.0,27000.0,67.0,62.0,74.0,78.0
Melvin Parrela,22.0,79.0,18500000.0,17000.0,71.0,70.0,70.0,80.0
Luimo Boas Santos,22.0,79.0,21000000.0,32000.0,83.0,79.0,65.0,28.0
Matheus Reis,27.0,79.0,20000000.0,16000.0,73.0,53.0,67.0,79.0
L. Blas,24.0,79.0,25000000.0,28000.0,73.0,76.0,77.0,58.0
G. Montiel,25.0,79.0,20000000.0,28000.0,83.0,60.0,70.0,75.0
D. Malen,23.0,79.0,28000000.0,47000.0,88.0,78.0,72.0,35.0
Rafa Mir,25.0,79.0,26000000.0,33000.0,78.0,81.0,67.0,45.0
B. White,24.0,79.0,32500000.0,65000.0,70.0,29.0,67.0,81.0
L. JoviÄ‡,24.0,79.0,27000000.0,55000.0,74.0,78.0,68.0,29.0
T. Tomiyasu,23.0,79.0,26000000.0,65000.0,74.0,33.0,67.0,80.0
MarcÃ£o,26.0,79.0,21500000.0,29000.0,67.0,36.0,60.0,78.0
E. Reynoso,26.0,79.0,20500000.0,12000.0,67.0,67.0,78.0,59.0
J. Brekalo,24.0,79.0,28000000.0,48000.0,81.0,76.0,76.0,38.0
H. Aouar,24.0,79.0,26500000.0,57000.0,71.0,70.0,78.0,64.0
M. Lazzari,28.0,79.0,16000000.0,51000.0,92.0,62.0,76.0,70.0
S. Ã–zcan,24.0,79.0,23000000.0,38000.0,77.0,62.0,72.0,76.0
T. Ndombele,25.0,79.0,23000000.0,85000.0,66.0,71.0,79.0,68.0
Lucas VerÃ­ssimo,26.0,79.0,20500000.0,16000.0,81.0,39.0,58.0,80.0
C. Ãœnder,24.0,79.0,24000000.0,42000.0,78.0,77.0,75.0,38.0
Fran BeltrÃ¡n,23.0,79.0,24500000.0,22000.0,60.0,56.0,77.0,77.0
Reinildo,28.0,79.0,16000000.0,53000.0,80.0,54.0,66.0,78.0
Luiz Felipe,25.0,79.0,23000000.0,25000.0,72.0,29.0,61.0,80.0
O. Wijndal,22.0,79.0,24000000.0,16000.0,84.0,53.0,76.0,73.0
David Neres,25.0,79.0,23000000.0,18000.0,85.0,72.0,73.0,37.0
D. Szoboszlai,21.0,79.0,39500000.0,41000.0,77.0,79.0,81.0,34.0
Kim Min Jae,25.0,79.0,23000000.0,49000.0,80.0,33.0,57.0,79.0
J. Foyth,24.0,79.0,24500000.0,29000.0,72.0,46.0,69.0,80.0
P. EstupiÃ±Ã¡n,24.0,79.0,23500000.0,55000.0,81.0,46.0,69.0,75.0
T. Malacia,22.0,79.0,26500000.0,86000.0,85.0,56.0,66.0,76.0
C. Gallagher,22.0,79.0,35500000.0,89000.0,74.0,76.0,75.0,67.0
N. MaksimoviÄ‡,27.0,79.0,20000000.0,33000.0,51.0,72.0,75.0,77.0
A. Gouiri,22.0,79.0,36000000.0,49000.0,78.0,81.0,76.0,45.0
Unai NÃºÃ±ez,25.0,79.0,22000000.0,28000.0,70.0,24.0,51.0,79.0
A. Nwakaeme,33.0,79.0,11000000.0,32000.0,75.0,77.0,76.0,39.0
Luis Milla,27.0,79.0,19000000.0,30000.0,70.0,70.0,76.0,75.0
O. KÃ¶kÃ§Ã¼,21.0,79.0,35500000.0,11000.0,72.0,71.0,81.0,65.0
J. David,22.0,79.0,28500000.0,37000.0,83.0,79.0,71.0,33.0
Y. Fofana,23.0,79.0,24500000.0,43000.0,68.0,67.0,74.0,75.0
R. Gravenberch,20.0,79.0,38500000.0,45000.0,77.0,76.0,78.0,68.0
S. Chukwueze,23.0,79.0,27500000.0,32000.0,89.0,74.0,70.0,36.0
B. Dia,25.0,79.0,24500000.0,39000.0,83.0,78.0,62.0,27.0
M. Caqueret,22.0,79.0,26000000.0,52000.0,73.0,58.0,73.0,75.0
IbaÃ±ez,23.0,79.0,22500000.0,51000.0,82.0,32.0,45.0,81.0
Zubimendi,23.0,79.0,35000000.0,32000.0,59.0,64.0,74.0,79.0
E. Camavinga,19.0,79.0,38000000.0,78000.0,76.0,66.0,78.0,76.0
W. Fofana,21.0,79.0,33000000.0,67000.0,75.0,37.0,55.0,81.0
Beto,24.0,79.0,24500000.0,21000.0,87.0,79.0,58.0,24.0
A. Musrati,26.0,79.0,22000000.0,17000.0,58.0,61.0,70.0,78.0
G. Raspadori,22.0,79.0,36000000.0,37000.0,81.0,78.0,68.0,27.0
Ansu Fati,19.0,79.0,38000000.0,84000.0,88.0,77.0,72.0,30.0
Matheus Nunes,23.0,79.0,35000000.0,73000.0,82.0,71.0,73.0,74.0
Vitinha,22.0,79.0,39500000.0,68000.0,73.0,68.0,79.0,67.0
GonÃ§alo InÃ¡cio,20.0,79.0,36000000.0,11000.0,80.0,36.0,61.0,80.0
Yeremy Pino,19.0,79.0,38000000.0,21000.0,77.0,73.0,76.0,38.0
Gavi,17.0,79.0,36000000.0,17000.0,76.0,64.0,77.0,65.0
J. Milner,36.0,78.0,4400000.0,69000.0,52.0,70.0,80.0,77.0
Dante,38.0,78.0,2500000.0,28000.0,32.0,52.0,68.0,79.0
M. Ã–zil,33.0,78.0,9000000.0,40000.0,69.0,70.0,83.0,24.0
O. Ighalo,33.0,78.0,9000000.0,45000.0,69.0,79.0,65.0,43.0
F. Caputo,34.0,78.0,7000000.0,25000.0,79.0,79.0,62.0,30.0
G. Bonaventura,32.0,78.0,11000000.0,52000.0,69.0,75.0,80.0,70.0
A. Cresswell,32.0,78.0,9500000.0,60000.0,64.0,60.0,75.0,77.0
B. Mee,32.0,78.0,9000000.0,46000.0,61.0,42.0,58.0,80.0
M. Rits,28.0,78.0,12500000.0,27000.0,74.0,72.0,74.0,73.0
Mario Gaspar,31.0,78.0,10000000.0,43000.0,72.0,69.0,72.0,77.0
R. Pereyra,31.0,78.0,11500000.0,20000.0,76.0,74.0,77.0,68.0
VÃ­ctor Ruiz,33.0,78.0,6500000.0,24000.0,44.0,42.0,65.0,79.0
C. Dawson,32.0,78.0,9000000.0,60000.0,49.0,47.0,59.0,79.0
Willian JosÃ©,30.0,78.0,14000000.0,28000.0,62.0,79.0,66.0,40.0
M. Faraoni,30.0,78.0,12000000.0,27000.0,78.0,73.0,74.0,72.0
J. Tavernier,30.0,78.0,12000000.0,51000.0,83.0,73.0,77.0,72.0
E. PÃ©rez,36.0,78.0,2800000.0,13000.0,68.0,65.0,75.0,75.0
G. Krychowiak,32.0,78.0,9500000.0,34000.0,50.0,75.0,72.0,75.0
S. Aurier,29.0,78.0,12500000.0,59000.0,73.0,62.0,74.0,75.0
D. D'Ambrosio,33.0,78.0,6500000.0,54000.0,68.0,56.0,67.0,79.0
Lucas PÃ©rez,33.0,78.0,9000000.0,35000.0,78.0,80.0,76.0,30.0
Oriol Romeu,30.0,78.0,12000000.0,26000.0,41.0,44.0,62.0,80.0
D. Praet,28.0,78.0,14000000.0,79000.0,66.0,72.0,78.0,63.0
G. Trauner,30.0,78.0,11500000.0,12000.0,63.0,57.0,67.0,77.0
CampaÃ±a,29.0,78.0,13500000.0,16000.0,65.0,72.0,81.0,70.0
S. Rode,31.0,78.0,10000000.0,28000.0,59.0,65.0,72.0,77.0
A. Mandi,30.0,78.0,11500000.0,31000.0,62.0,46.0,72.0,79.0
M. Rojo,32.0,78.0,9000000.0,18000.0,65.0,60.0,67.0,77.0
T. Meunier,30.0,78.0,12000000.0,41000.0,73.0,74.0,74.0,74.0
Fernando,30.0,78.0,12000000.0,27000.0,72.0,67.0,77.0,74.0
W. Boly,31.0,78.0,9500000.0,57000.0,58.0,36.0,64.0,77.0
G. Caprari,28.0,78.0,14500000.0,34000.0,85.0,73.0,76.0,33.0
A. Carrillo,31.0,78.0,11500000.0,45000.0,84.0,74.0,73.0,41.0
Pozuelo,30.0,78.0,13500000.0,11000.0,64.0,73.0,79.0,53.0
J. Brooks,29.0,78.0,13000000.0,15000.0,58.0,40.0,58.0,79.0
R. RuidÃ­az,31.0,78.0,12000000.0,12000.0,83.0,79.0,66.0,33.0
MÃ¡rio Rui,31.0,78.0,10000000.0,47000.0,80.0,53.0,73.0,73.0
Juan Bernat,29.0,78.0,12500000.0,68000.0,74.0,64.0,76.0,75.0
Portu,30.0,78.0,13500000.0,33000.0,87.0,74.0,72.0,57.0
T. Stepanenko,32.0,78.0,9500000.0,1000.0,65.0,63.0,71.0,77.0
A. Plea,29.0,78.0,14000000.0,35000.0,72.0,79.0,79.0,39.0
P. Bamford,28.0,78.0,14500000.0,48000.0,82.0,78.0,68.0,42.0
J. Lingard,29.0,78.0,14000000.0,65000.0,75.0,77.0,73.0,57.0
J. MartÃ­nez,29.0,78.0,14000000.0,12000.0,85.0,78.0,60.0,25.0
J. Veltman,30.0,78.0,11500000.0,58000.0,64.0,49.0,67.0,79.0
J. Hector,32.0,78.0,9500000.0,28000.0,63.0,60.0,76.0,78.0
Ã“liver Torres,27.0,78.0,16000000.0,29000.0,59.0,67.0,78.0,64.0
N. AkÃ©,27.0,78.0,15000000.0,95000.0,76.0,53.0,70.0,79.0
Romarinho,31.0,78.0,12000000.0,45000.0,86.0,76.0,71.0,30.0
J. Quintero,29.0,78.0,14000000.0,16000.0,71.0,76.0,79.0,39.0
M. Halstenberg,30.0,78.0,11500000.0,46000.0,63.0,66.0,73.0,76.0
RubÃ©n PeÃ±a,30.0,78.0,12000000.0,28000.0,78.0,70.0,71.0,74.0
Gilberto,29.0,78.0,12500000.0,15000.0,79.0,58.0,70.0,74.0
T. Mings,29.0,78.0,12000000.0,72000.0,71.0,44.0,67.0,78.0
A. Miranchuk,26.0,78.0,16500000.0,48000.0,75.0,70.0,76.0,31.0
E. Rigoni,29.0,78.0,14000000.0,11000.0,83.0,73.0,74.0,46.0
L. Alario,29.0,78.0,14000000.0,35000.0,66.0,78.0,58.0,30.0
A. MitroviÄ‡,27.0,78.0,15000000.0,63000.0,64.0,79.0,57.0,27.0
M. Cornet,25.0,78.0,18500000.0,63000.0,87.0,76.0,71.0,67.0
Paulinho,29.0,78.0,14000000.0,18000.0,67.0,77.0,65.0,43.0
G. Simeone,26.0,78.0,17000000.0,33000.0,77.0,79.0,64.0,41.0
