short_name,player_positions,overall,potential,value_eur,wage_eur,nationality_name,preferred_foot,pace,shooting,passing,defending
Adriano Bisesi,"ST, CF",81,81,25500000,27000,Brazil,Right,78,84,62,33
Welington Dano,"LB, LM",81,81,27500000,37000,Brazil,Left,79,54,76,75
Nailton Padrenda,"CAM, CF, ST",81,81,28000000,47000,Brazil,Right,82,73,77,52
Oswaldinato,ST,81,81,25500000,54000,Brazil,Right,76,81,67,20
M. Rashford,"LW, ST",81,85,37000000,120000,England,Right,87,82,75,41
Richarlison,"ST, LW",81,84,34500000,105000,Brazil,Right,82,79,72,53
Gabriel,CB,81,87,37000000,74000,Brazil,Left,68,36,60,83
R. Le Normand,CB,81,86,34000000,36000,France,Right,63,25,53,83
I. SangarÃ©,"CDM, CM",81,86,35500000,20000,CÃ´te d'Ivoire,Right,66,66,73,81
E. Ndicka,CB,81,85,34000000,30000,France,Left,80,51,71,81
Y. Bissouma,"CDM, CM",81,86,34500000,88000,Mali,Right,72,68,75,80
D. Raum,"LWB, LM, LB",81,85,34500000,49000,Germany,Left,87,59,77,71
M. Terrier,"LW, ST",81,84,34000000,61000,France,Right,85,81,75,36
A. BarÃ¡k,"CF, CM",81,82,30000000,41000,Czech Republic,Left,74,79,80,65
T. SouÄek,"CDM, CM",81,83,28000000,75000,Czech Republic,Right,57,72,73,82
I. KonatÃ©,CB,81,88,48000000,90000,France,Right,78,34,57,82
N. Zaniolo,"CF, RW, RM",81,88,53000000,71000,Italy,Left,87,75,72,62
Cucurella,"LB, CB, LM",81,85,34500000,90000,Spain,Left,76,68,78,77
L. MartÃ­nez,"CB, LB, CDM",81,86,35000000,95000,Argentina,Left,72,60,76,82
Matheus Cunha,"ST, CAM, LM",81,86,39500000,60000,Brazil,Right,84,82,75,32
Pedro GonÃ§alves,"RW, LW, CF",81,86,39000000,19000,Portugal,Right,76,80,80,56
M. Taremi,"ST, CF",81,81,25500000,22000,Iran,Right,77,80,74,38
Pedro Porro,"RWB, RM",81,87,38500000,15000,Spain,Right,82,71,75,75
Rodrygo,"RW, LW",81,88,52500000,130000,Brazil,Right,88,76,74,32
E. Tapsoba,CB,81,86,35000000,49000,Burkina Faso,Right,70,54,65,83
D. Kulusevski,"RW, CF",81,87,41500000,105000,Sweden,Left,78,77,79,56
Bruno GuimarÃ£es,"CM, CDM",81,86,38500000,88000,Brazil,Right,69,67,79,76
J. Gvardiol,"CB, LB",81,89,53000000,41000,Croatia,Left,82,54,69,80
J. Musiala,"CM, LM, CAM",81,90,55500000,39000,Germany,Right,76,73,75,63
G. Ochoa,GK,80,80,,,Mexico,Right,0,0,0,0
H. Herrera,CM,80,80,16500000,12000,Mexico,Right,66,75,76,76
A. Consigli,GK,80,80,2300000,20000,Italy,Right,0,0,0,0
RaÃºl GarcÃ­a,ST,80,80,9000000,28000,Spain,Right,35,83,82,59
JosÃ© Fonte,CB,80,80,3800000,26000,Portugal,Right,31,46,62,82
M. HamÅ¡Ã­k,"CM, CDM, CAM",80,80,9500000,45000,Slovakia,Right,64,77,82,71
A. Candreva,"RM, CM",80,80,8500000,20000,Italy,Right,70,79,80,61
S. Mignolet,GK,80,80,3600000,24000,Belgium,Right,0,0,0,0
Joselu,ST,80,80,17000000,27000,Spain,Right,63,81,69,31
D. Ospina,GK,80,80,7000000,36000,Colombia,Right,0,0,0,0
E. Capoue,"CM, CDM",80,80,13000000,39000,France,Right,53,73,78,79
G. Wijnaldum,"CM, CDM",80,80,17500000,83000,Netherlands,Right,69,71,77,77
M. Kruse,"CF, CAM",80,80,10500000,58000,Germany,Left,51,81,81,40
M. Darmian,"RWB, RM",80,80,14500000,63000,Italy,Right,71,59,70,81
F. Coquelin,"CM, LM, CDM",80,80,17500000,39000,France,Right,68,68,78,78
D. Blind,"CB, LB, CDM",80,80,13500000,20000,Netherlands,Left,42,62,82,81
Alex Sandro,LB,80,80,15500000,95000,Brazil,Left,76,65,73,76
B. Leno,GK,80,80,14000000,50000,Germany,Right,0,0,0,0
A. Delort,ST,80,80,20500000,55000,Algeria,Right,82,81,72,37
K. Kampl,"CM, CDM",80,80,17500000,58000,Slovenia,Right,69,66,81,62
Jonathan Viera,"CAM, CM, LM",80,80,16500000,14000,Spain,Right,80,75,79,63
C. ArÃ¡nguiz,"CDM, CM",80,80,10500000,53000,Chile,Right,46,71,79,76
Danilo,RB,80,80,18000000,95000,Brazil,Right,72,67,73,81
Sergi Roberto,"RB, CM",80,80,18000000,125000,Spain,Right,74,63,79,75
Allan,"CDM, CM",80,80,15000000,46000,Brazil,Right,70,69,73,79
J. Cillessen,GK,80,80,7000000,13000,Netherlands,Right,0,0,0,0
H. Vanaken,"CM, CAM",80,80,20500000,34000,Belgium,Right,44,79,81,59
S. Ortega,GK,80,80,14500000,95000,Germany,Right,0,0,0,0
Danilo Pereira,"CDM, CM",80,80,17500000,76000,Portugal,Right,56,63,70,79
Lucas Moura,RW,80,80,20500000,105000,Brazil,Right,89,77,70,46
Morata,ST,80,80,21000000,66000,Spain,Right,80,78,72,31
C. Biraghi,LB,80,80,18500000,58000,Italy,Left,76,69,78,77
R. Freuler,"CM, CDM",80,80,20000000,72000,Switzerland,Right,68,71,75,75
E. Dier,CB,80,81,20000000,90000,England,Right,54,64,70,80
Deulofeu,"CF, ST",80,80,21500000,26000,Spain,Right,90,79,75,30
T. Hazard,"LM, CF",80,80,20500000,54000,Belgium,Right,75,76,79,53
T. VaclÃ­k,GK,80,80,,,Czech Republic,Right,0,0,0,0
Edgar Badia,GK,80,81,16000000,20000,Spain,Right,0,0,0,0
K. Zouma,CB,80,82,22500000,70000,France,Right,62,51,62,80
M. Sabitzer,"CM, CDM, CAM",80,80,21000000,67000,Austria,Right,72,81,79,66
A. Cragno,GK,80,81,16500000,6000,Italy,Right,0,0,0,0
L. Shaw,LB,80,81,22500000,105000,England,Left,76,54,78,79
M. Arnold,"CDM, CM",80,81,20500000,51000,Germany,Left,65,80,78,76
Kepa,GK,80,83,20500000,80000,Spain,Right,0,0,0,0
L. Paredes,"CDM, CM",80,80,18500000,79000,Argentina,Right,64,71,82,76
William Carvalho,CDM,80,80,17500000,28000,Portugal,Right,35,65,77,75
B. Cristante,"CDM, CM",80,82,23000000,63000,Italy,Right,54,73,77,77
SaÃºl,"CM, LM, LWB",80,81,24000000,58000,Spain,Left,69,76,77,78
M. de Roon,"CDM, CM, CB",80,80,15000000,51000,Netherlands,Right,70,68,70,82
A. Belotti,ST,80,80,21500000,78000,Italy,Right,74,80,58,38
Fred,"CM, CDM",80,80,20500000,120000,Brazil,Left,76,67,79,75
C. GÃ¼nter,"LB, LM, LWB",80,80,18500000,34000,Germany,Left,80,58,71,75
A. Rabiot,"CM, LM",80,81,24000000,105000,France,Left,75,73,76,76
Rui Silva,GK,80,82,18000000,24000,Portugal,Right,0,0,0,0
A. Romagnoli,CB,80,80,19500000,51000,Italy,Left,66,40,55,83
Carles Gil,"CAM, RM",80,80,20500000,13000,Spain,Left,71,70,81,39
A. Martial,"ST, LM",80,83,28000000,125000,France,Right,83,79,72,35
M. DembÃ©lÃ©,ST,80,83,28500000,73000,France,Right,72,79,64,30
M. Flekken,GK,80,81,16000000,28000,Netherlands,Right,0,0,0,0
Alex Telles,LB,80,80,18500000,110000,Brazil,Left,79,74,81,75
S. Azmoun,"ST, CAM",80,81,24500000,63000,Iran,Right,78,77,70,40
W. BenÃ­tez,GK,80,82,17500000,19000,Argentina,Right,0,0,0,0
J. Correa,"CF, ST",80,80,23000000,75000,Argentina,Right,84,75,76,39
Morales,"LM, ST",80,80,10000000,39000,Spain,Right,83,81,74,52
Ãlex Moreno,LB,80,80,18500000,29000,Spain,Left,88,68,73,75
M. Dahoud,"CM, CDM",80,82,26000000,52000,Germany,Right,70,69,77,67
J. Ledesma,GK,80,82,17500000,30000,Argentina,Right,0,0,0,0
H. TraorÃ©,RB,80,80,18000000,50000,Mali,Right,83,57,72,75
A. RebiÄ‡,"LW, LM, ST",80,80,21000000,78000,Croatia,Right,86,80,74,48
H. Hateboer,"RWB, RB, RM",80,80,19000000,53000,Netherlands,Right,82,64,71,77
M. DÃºbravka,GK,80,80,7000000,70000,Slovakia,Right,0,0,0,0
D. Calvert-Lewin,ST,80,84,29500000,52000,England,Right,81,77,64,39
V. LindelÃ¶f,CB,80,81,21000000,105000,Sweden,Right,59,51,72,82
L. Klostermann,"CB, RWB",80,82,23000000,53000,Germany,Right,86,50,64,82
R. Karsdorp,"RWB, RM, RB",80,81,22000000,63000,Netherlands,Right,85,63,74,75
Joan JordÃ¡n,"CM, CDM",80,80,22500000,33000,Spain,Right,59,75,81,68
J. Bowen,"RM, ST",80,83,28000000,73000,England,Left,78,77,75,44
Ãlex Berenguer,"RM, LM",80,80,23000000,33000,Spain,Right,81,76,76,64
S. Bergwijn,"LW, RW",80,85,32000000,21000,Netherlands,Right,86,78,75,42
E. BuendÃ­a,"RM, RW, CAM",80,82,26500000,84000,Argentina,Right,71,74,81,66
U. Ã‡akÄ±r,GK,80,84,22500000,33000,Turkey,Right,0,0,0,0
G. Scamacca,ST,80,86,33500000,73000,Italy,Right,73,80,66,36
M. DmitroviÄ‡,GK,80,81,16000000,25000,Serbia,Left,0,0,0,0
NÃ©lson Semedo,"RWB, RB",80,80,19000000,84000,Portugal,Right,83,57,69,75
Yeray,CB,80,82,22500000,31000,Spain,Right,65,49,63,82
D. Calabria,RB,80,83,25500000,60000,Italy,Right,79,57,70,79
Mario Hermoso,"CB, LB",80,82,22500000,53000,Spain,Left,75,49,73,81
D. Sow,"CM, CDM",80,82,26500000,34000,Switzerland,Right,77,69,77,77
A. Wan-Bissaka,RB,80,83,26500000,90000,England,Right,82,50,66,78
L. Bailey,"RM, RW, LW",80,83,29000000,77000,Jamaica,Left,92,78,74,33
Maikel Catarino,"RB, RM",80,80,21000000,34000,Brazil,Right,76,51,70,77
HÃ©niton Pires,GK,80,80,16500000,35000,Brazil,Right,0,0,0,0
Laure Santeiro,"CAM, LM, LW",80,80,25000000,27000,Brazil,Left,80,72,77,26
Tony Abranjes,CB,80,80,7000000,32000,Brazil,Right,67,39,55,81
Arthur,"CM, CDM",80,82,26500000,100000,Brazil,Right,71,65,80,72
Renato Sanches,"CM, RM",80,85,31500000,72000,Portugal,Right,83,74,77,72
Javi GalÃ¡n,LB,80,80,20500000,28000,Spain,Left,78,55,74,75
A. Lafont,GK,80,85,25500000,21000,France,Right,0,0,0,0
M. Arambarri,"CDM, CM",80,85,28000000,32000,Uruguay,Right,61,64,73,78
D. Kamada,"CAM, CF",80,82,26500000,34000,Japan,Right,74,68,79,46
X. Schlager,"CDM, CM",80,84,27500000,46000,Austria,Left,67,70,73,73
L. Sinisterra,"LW, LM",80,86,33500000,48000,Colombia,Right,89,73,72,53
A. Isak,ST,80,85,33000000,90000,Sweden,Right,83,79,68,29
H. Barnes,"LM, LW",80,83,29000000,77000,England,Right,86,77,75,45
F. Neuhaus,CM,80,84,29000000,34000,Germany,Right,68,73,79,66
Y. En-Nesyri,ST,80,85,31500000,35000,Morocco,Left,78,80,59,35
E. Ãlvarez,"CDM, CM",80,84,27500000,17000,Mexico,Right,71,57,67,82
M. Guendouzi,"CM, CDM",80,86,33000000,41000,France,Right,73,66,79,77
B. Kamara,CDM,80,86,31000000,69000,France,Right,70,54,71,80
S. McTominay,"CDM, CM",80,83,25000000,100000,Scotland,Right,63,74,74,78
N. MilenkoviÄ‡,CB,80,85,29000000,48000,Serbia,Right,64,45,62,81
W. McKennie,"CM, LM",80,85,31500000,90000,United States,Right,82,74,76,78
J. Clauss,RWB,80,80,18500000,45000,France,Right,84,69,76,69
E. Smith Rowe,"LM, CAM",80,87,43000000,65000,England,Right,78,71,76,32
T. Koopmeiners,"CM, CDM",80,84,30000000,49000,Netherlands,Left,70,72,80,76
N. GonzÃ¡lez,"RW, LW",80,85,32000000,58000,Argentina,Left,87,73,73,45
R. Baku,"RM, RB, CM",80,84,30000000,46000,Germany,Right,82,73,73,70
D. LivakoviÄ‡,GK,80,83,20500000,1000,Croatia,Right,0,0,0,0
W. Saliba,CB,80,87,40000000,58000,France,Right,78,39,67,80
L. Majer,CM,80,85,31500000,47000,Croatia,Left,69,73,81,60
A. Rrahmani,CB,80,80,18000000,57000,Kosovo,Right,61,51,58,82
V. Tsygankov,RM,80,85,32000000,1000,Ukraine,Left,85,74,78,46
V. Coufal,"RB, RWB",80,80,18500000,73000,Czech Republic,Right,73,56,73,78
N. Aguerd,CB,80,83,24500000,70000,Morocco,Left,73,50,64,80
ReguilÃ³n,"LWB, LB",80,83,25500000,82000,Spain,Left,83,57,74,77
Renan Lodi,"LB, LM",80,85,29500000,46000,Brazil,Left,83,68,76,74
J. Timber,"CB, RB",80,88,44500000,14000,Netherlands,Right,82,47,67,81
S. Botman,CB,80,86,31000000,74000,Netherlands,Left,58,37,60,80
Nuno Mendes,"LB, LWB",80,88,44000000,54000,Portugal,Left,89,57,73,74
J. Frimpong,"RB, RWB",80,86,31500000,38000,Netherlands,Right,94,54,73,72
G. Buffon,GK,79,79,1900000,3000,Italy,Right,0,0,0,0
JoaquÃ­n,"RM, LM",79,79,,20000,Spain,Right,66,78,85,44
Diego LÃ³pez,GK,79,79,1900000,11000,Spain,Right,0,0,0,0
A. Talavera,GK,79,79,,,Mexico,Right,0,0,0,0
S. Mandanda,GK,79,79,1900000,25000,France,Right,0,0,0,0
J. Evans,CB,79,79,5500000,76000,Northern Ireland,Right,50,32,60,82
E. Lamela,"RW, CAM, ST",79,79,17000000,34000,Argentina,Left,68,77,79,53
D. Wass,"CM, RM, RB",79,79,11000000,20000,Denmark,Right,73,77,80,75
Ã“. Trejo,CAM,79,79,8000000,25000,Argentina,Right,68,76,78,71
A. Witsel,"CDM, CM, CB",79,79,8500000,51000,Belgium,Right,34,63,79,78
J. HernÃ¡ndez,ST,79,79,8500000,13000,Mexico,Right,72,77,64,31
Sergio Asenjo,GK,79,79,5500000,21000,Spain,Right,0,0,0,0
A. Modeste,ST,79,79,8500000,53000,France,Right,69,78,63,35
F. Muslera,GK,79,79,1900000,34000,Uruguay,Right,0,0,0,0
A. Ogbonna,CB,79,79,5500000,66000,Italy,Left,49,40,60,82
J. Boateng,CB,79,79,8500000,60000,Germany,Right,47,49,73,80
A. SÃ¡nchez,"CF, ST",79,79,11000000,48000,Chile,Right,72,77,78,43
L. Stindl,CAM,79,79,11000000,34000,Germany,Right,55,79,79,60
M. Lanzini,"CAM, CM",79,79,17000000,75000,Argentina,Right,69,73,79,41
Pedro,"LW, RW, CF",79,79,8000000,57000,Spain,Right,73,74,76,36
Guaita,GK,79,79,1900000,29000,Spain,Right,0,0,0,0
L. de Jong,ST,79,79,15000000,24000,Netherlands,Right,48,78,71,46
B. AndrÃ©,"CDM, CM",79,79,12500000,35000,France,Right,65,64,73,78
M. Antonio,ST,79,79,14000000,79000,Jamaica,Right,82,75,73,55
M. Silvestri,GK,79,79,9500000,16000,Italy,Right,0,0,0,0
N. MatiÄ‡,CDM,79,79,8500000,60000,Serbia,Left,38,67,76,78
Ander Herrera,"CM, CDM",79,79,14000000,78000,Spain,Right,61,71,77,78
Marcos Alonso,"LB, LWB",79,79,12500000,115000,Spain,Left,53,74,80,77
N. Gudelj,"CDM, CB",79,79,14500000,29000,Serbia,Right,54,70,79,74
D. Ings,ST,79,79,17500000,95000,England,Right,72,82,70,45
Y. Rakitskyi,CB,79,79,11500000,25000,Ukraine,Left,68,67,76,79
C. Wilson,ST,79,79,17000000,95000,England,Right,81,78,66,42
N. Lodeiro,CAM,79,79,11000000,12000,Uruguay,Left,69,73,80,49
Juanmi,"LM, ST",79,79,17000000,30000,Spain,Right,76,80,72,31
M. Perin,GK,79,80,13500000,78000,Italy,Right,0,0,0,0
SÃ©rgio Oliveira,CM,79,79,17000000,70000,Portugal,Right,58,78,82,71
JoÃ£o Pedro,ST,79,79,17000000,77000,Italy,Right,81,78,77,41
M. Riemann,GK,79,79,5500000,23000,Germany,Right,0,0,0,0
G. Xhaka,"CDM, CM",79,79,15000000,80000,Switzerland,Left,49,64,79,69
M. Sels,GK,79,80,13000000,24000,Belgium,Right,0,0,0,0
L. Dunk,CB,79,79,14500000,65000,England,Right,44,51,62,80
A. MarchesÃ­n,GK,79,79,3000000,21000,Argentina,Right,0,0,0,0
Ismaily,LB,79,79,12000000,35000,Brazil,Left,82,64,74,74
J. Veretout,"CDM, CM",79,79,15000000,42000,France,Right,76,75,76,76
Felipe Anderson,RW,79,79,17000000,60000,Brazil,Right,85,75,77,55
C. Coady,CB,79,79,14500000,80000,England,Right,47,57,75,79
J. Draxler,"LW, CAM",79,79,17500000,88000,Germany,Right,72,76,80,58
Suso,RW,79,79,17500000,36000,Spain,Left,73,76,80,32
J. Tarkowski,CB,79,79,14500000,45000,England,Right,55,45,65,81
K. Bellarabi,"RM, RW",79,79,14000000,55000,Germany,Right,86,75,72,39
D. Klaassen,"CAM, CM",79,79,17000000,21000,Netherlands,Right,68,80,74,73
A. Florenzi,RB,79,79,12500000,60000,Italy,Right,76,77,79,74
HÃ©ctor BellerÃ­n,RB,79,80,18500000,115000,Spain,Right,81,51,70,75
A. Milik,ST,79,79,18000000,50000,Poland,Left,61,82,69,39
Denis SuÃ¡rez,CM,79,79,17500000,30000,Spain,Right,72,72,81,64
S. Umtiti,CB,79,79,15000000,125000,France,Left,63,62,68,79
B. Davies,"CB, LWB",79,79,14500000,85000,Wales,Left,67,58,72,80
Manu Trigueros,"CM, LM, RM",79,79,17000000,37000,Spain,Right,50,73,78,72
L. Trossard,"LM, ST, CAM",79,79,18500000,71000,Belgium,Right,82,78,76,30
M. Keane,CB,79,80,16000000,45000,England,Right,52,49,63,80
Matheus,GK,79,80,13500000,15000,Brazil,Right,0,0,0,0
A. DoucourÃ©,"CM, CDM",79,79,17000000,49000,Mali,Right,67,76,74,78
B. Djimsiti,CB,79,79,14500000,51000,Albania,Right,71,39,59,82
A. Januzaj,"RW, LW",79,79,18500000,34000,Belgium,Left,77,72,79,30
Clinton Mata,"RB, CB",79,79,15500000,30000,Angola,Right,83,61,68,78
R. Ghezzal,"RW, RM, CAM",79,79,17000000,61000,Algeria,Left,72,72,82,28
Jonny,"LWB, RWB",79,79,16000000,80000,Spain,Right,74,54,71,78
J. McGinn,"CM, CDM",79,80,20000000,83000,Scotland,Left,69,74,76,73
C. Mbemba,CB,79,81,18500000,40000,Congo DR,Right,72,50,56,80
RubÃ©n GarcÃ­a,"LM, CM, CAM",79,79,17500000,35000,Spain,Left,77,76,79,45
N. Stanciu,"CM, CAM, RM",79,79,17000000,26000,Romania,Right,74,75,81,62
P. Onuachu,ST,79,79,18000000,24000,Nigeria,Right,70,78,62,45
F. Bernardeschi,"RM, RW",79,79,17500000,12000,Italy,Left,77,71,79,62
JoÃ£o MÃ¡rio,"CM, LM",79,79,17000000,18000,Portugal,Right,70,69,81,65
Adama TraorÃ©,"RW, LW",79,80,20500000,90000,Spain,Right,96,65,68,38
F. Armani,GK,79,79,1900000,10000,Argentina,Right,0,0,0,0
L. ZelarayÃ¡n,CAM,79,79,17000000,12000,Armenia,Right,71,76,78,46
D. Zappacosta,"LWB, LM, RM",79,79,15000000,48000,Italy,Right,78,66,73,75
D. DjenÃ©,CB,79,79,14500000,30000,Togo,Right,67,38,62,79
L. Ajorque,ST,79,79,18000000,36000,France,Left,73,79,61,43
Munir,"LM, RM, LW",79,79,19000000,33000,Morocco,Left,77,78,75,35
M. Zaccagni,LW,79,79,18500000,57000,Italy,Right,82,73,74,57
R. Tapia,"CDM, CM",79,81,19500000,26000,Peru,Right,68,66,71,79
D. SÃ¡nchez,CB,79,80,18000000,81000,Colombia,Right,75,47,55,79
Pau LÃ³pez,GK,79,82,17000000,33000,Spain,Left,0,0,0,0
D. van de Beek,"CM, CDM, CAM",79,84,25500000,105000,Netherlands,Right,67,77,76,72
J. Weigl,"CM, CDM",79,80,20500000,17000,Germany,Right,59,64,75,79
J. Omlin,GK,79,81,15000000,23000,Switzerland,Right,0,0,0,0
W. Weghorst,ST,79,79,17500000,59000,Netherlands,Right,60,77,60,52
A. MaruÅ¡iÄ‡,"LB, RB",79,79,15500000,51000,Montenegro,Right,84,66,67,75
E. Skhiri,"CDM, CM",79,80,18000000,31000,Tunisia,Right,68,72,71,79
David GarcÃ­a,CB,79,81,17500000,32000,Spain,Right,61,37,65,80
A. Golovin,"LM, RM, CAM",79,80,20500000,55000,Russia,Right,77,72,78,60
N. PÃ©pÃ©,RM,79,79,18500000,83000,CÃ´te d'Ivoire,Left,88,77,74,36
N. Mukiele,"RWB, CB",79,83,23500000,61000,France,Right,78,49,68,81
Pablo Fornals,"CAM, LM",79,81,21500000,72000,Spain,Right,67,74,79,69
B. Pavard,"RB, CB",79,81,20000000,56000,France,Right,66,55,72,81
M. Cash,"RB, RWB",79,84,24500000,65000,Poland,Right,80,67,71,74
A. Rossi,GK,79,83,19000000,16000,Argentina,Right,0,0,0,0
R. Bentancur,CM,79,83,24500000,85000,Uruguay,Right,67,62,79,78
E. Konsa,CB,79,86,32500000,65000,England,Right,78,39,62,80
O. Zinchenko,LB,79,82,21500000,73000,Ukraine,Left,68,65,80,77
E. Ãvila,"ST, RM",79,79,18000000,38000,Argentina,Right,80,80,65,44
Emelvinson,GK,79,79,3000000,16000,Brazil,Right,0,0,0,0
Diego Essler,"LB, LM",79,79,19000000,32000,Brazil,Left,89,58,70,74
Adnan Vidual,RB,79,79,15000000,30000,Brazil,Right,83,52,70,76
Jorge AndrÃ£o,"CDM, CM",79,79,17000000,27000,Brazil,Right,67,62,74,78
Melvin Parrela,CDM,79,79,18500000,17000,Brazil,Right,71,70,70,80
Gabri PrestÃ£o,GK,79,79,11500000,25000,Brazil,Right,0,0,0,0
Luimo Boas Santos,ST,79,79,21000000,32000,Brazil,Right,83,79,65,28
Matheus Reis,"CB, LB, LWB",79,82,20000000,16000,Brazil,Left,73,53,67,79
L. Blas,"CAM, RM, ST",79,83,25000000,28000,France,Left,73,76,77,58
G. Montiel,"RB, RWB",79,81,20000000,28000,Argentina,Right,83,60,70,75
D. Malen,"ST, LM",79,85,28000000,47000,Netherlands,Right,88,78,72,35
Rafa Mir,ST,79,84,26000000,33000,Spain,Right,78,81,67,45
B. White,CB,79,86,32500000,65000,England,Right,70,29,67,81
J. Bijlow,GK,79,85,22500000,9000,Netherlands,Right,0,0,0,0
L. JoviÄ‡,ST,79,84,27000000,55000,Serbia,Right,74,78,68,29
T. Tomiyasu,RB,79,85,26000000,65000,Japan,Right,74,33,67,80
D. Henderson,GK,79,82,18000000,76000,England,Right,0,0,0,0
MarcÃ£o,CB,79,83,21500000,29000,Brazil,Left,67,36,60,78
E. Reynoso,"CAM, LM",79,80,20500000,12000,Argentina,Left,67,67,78,59
Diogo Costa,GK,79,86,30500000,11000,Portugal,Right,0,0,0,0
J. Brekalo,"CF, LM",79,85,28000000,48000,Croatia,Right,81,76,76,38
H. Aouar,"CAM, LM, CM",79,84,26500000,57000,France,Right,71,70,78,64
M. Lazzari,RB,79,79,16000000,51000,Italy,Right,92,62,76,70
S. Ã–zcan,"CDM, CM",79,83,23000000,38000,Turkey,Right,77,62,72,76
T. Ndombele,"CM, CDM, CAM",79,82,23000000,85000,France,Right,66,71,79,68
Lucas VerÃ­ssimo,CB,79,82,20500000,16000,Brazil,Right,81,39,58,80
C. Ãœnder,"RW, RM",79,82,24000000,42000,Turkey,Left,78,77,75,38
Fran BeltrÃ¡n,"CDM, CM",79,84,24500000,22000,Spain,Right,60,56,77,77
Reinildo,"LB, CB",79,79,16000000,53000,Mozambique,Left,80,54,66,78
Luiz Felipe,CB,79,84,23000000,25000,Italy,Right,72,29,61,80
O. Wijndal,LB,79,83,24000000,16000,Netherlands,Left,84,53,76,73
David Neres,"RW, LW, CAM",79,82,23000000,18000,Brazil,Left,85,72,73,37
D. Szoboszlai,"CAM, LM",79,87,39500000,41000,Hungary,Right,77,79,81,34
Kim Min Jae,CB,79,84,23000000,49000,Korea Republic,Right,80,33,57,79
J. Foyth,"RB, CB, CDM",79,84,24500000,29000,Argentina,Right,72,46,69,80
P. EstupiÃ±Ã¡n,"LB, LWB",79,83,23500000,55000,Ecuador,Left,81,46,69,75
T. Malacia,LB,79,85,26500000,86000,Netherlands,Left,85,56,66,76
C. Gallagher,CM,79,86,35500000,89000,England,Right,74,76,75,67
N. MaksimoviÄ‡,"CM, CDM",79,80,20000000,33000,Serbia,Right,51,72,75,77
A. Gouiri,"ST, LM",79,86,36000000,49000,France,Right,78,81,76,45
Unai NÃºÃ±ez,CB,79,83,22000000,28000,Spain,Right,70,24,51,79
A. Nwakaeme,LM,79,79,11000000,32000,Nigeria,Right,75,77,76,39
Luis Milla,"CDM, CM",79,81,19000000,30000,Spain,Right,70,70,76,75
O. KÃ¶kÃ§Ã¼,"CM, CAM",79,86,35500000,11000,Turkey,Right,72,71,81,65
J. David,ST,79,85,28500000,37000,Canada,Right,83,79,71,33
LuÃ­s Maximiano,GK,79,85,22500000,32000,Portugal,Right,0,0,0,0
Y. Fofana,"CDM, CM",79,84,24500000,43000,France,Right,68,67,74,75
R. Gravenberch,CM,79,89,38500000,45000,Netherlands,Right,77,76,78,68
S. Chukwueze,"RM, RW",79,85,27500000,32000,Nigeria,Left,89,74,70,36
B. Dia,"ST, RW",79,83,24500000,39000,Senegal,Right,83,78,62,27
M. Caqueret,"CDM, CM",79,85,26000000,52000,France,Right,73,58,73,75
IbaÃ±ez,CB,79,83,22500000,51000,Brazil,Right,82,32,45,81
Zubimendi,"CM, CDM",79,86,35000000,32000,Spain,Right,59,64,74,79
E. Camavinga,"CM, CDM",79,89,38000000,78000,France,Left,76,66,78,76
W. Fofana,CB,79,86,33000000,67000,France,Right,75,37,55,81
Beto,ST,79,82,24500000,21000,Portugal,Right,87,79,58,24
A. Musrati,"CDM, CM",79,83,22000000,17000,Libya,Right,58,61,70,78
G. Raspadori,"CF, CAM, LM",79,86,36000000,37000,Italy,Right,81,78,68,27
Ansu Fati,LW,79,90,38000000,84000,Spain,Right,88,77,72,30
Matheus Nunes,CM,79,86,35000000,73000,Portugal,Right,82,71,73,74
Vitinha,"CM, CAM",79,89,39500000,68000,Portugal,Right,73,68,79,67
GonÃ§alo InÃ¡cio,CB,79,88,36000000,11000,Portugal,Left,80,36,61,80
Yeremy Pino,"RM, ST",79,87,38000000,21000,Spain,Right,77,73,76,38
Gavi,"CM, LW, RW",79,88,36000000,17000,Spain,Right,76,64,77,65
J. Milner,"CM, LB, RB",78,78,4400000,69000,England,Right,52,70,80,77
Dante,CB,78,78,2500000,28000,Brazil,Left,32,52,68,79
S. Romero,GK,78,78,1600000,10000,Argentina,Right,0,0,0,0
C. Bravo,GK,78,78,1600000,11000,Chile,Right,0,0,0,0
M. Ã–zil,"CAM, RM",78,78,9000000,40000,Germany,Left,69,70,83,24
O. Ighalo,ST,78,78,9000000,45000,Nigeria,Right,69,79,65,43
F. Caputo,ST,78,78,7000000,25000,Italy,Right,79,79,62,30
G. Bonaventura,CM,78,78,11000000,52000,Italy,Right,69,75,80,70
A. Cresswell,"LB, CB",78,78,9500000,60000,England,Left,64,60,75,77
B. Mee,CB,78,78,9000000,46000,England,Left,61,42,58,80
M. Hitz,GK,78,78,2400000,17000,Switzerland,Right,0,0,0,0
M. Rits,"CDM, CM",78,78,12500000,27000,Belgium,Right,74,72,74,73
Mario Gaspar,RB,78,78,10000000,43000,Spain,Right,72,69,72,77
R. Pereyra,"CM, CAM",78,78,11500000,20000,Argentina,Right,76,74,77,68
VÃ­ctor Ruiz,CB,78,78,6500000,24000,Spain,Left,44,42,65,79
C. Dawson,CB,78,78,9000000,60000,England,Right,49,47,59,79
D. Lovren,CB,78,78,,,Croatia,Right,53,40,59,80
